Name,Handle,Timestamp,Verified,Content,Comments,Retweets,Likes,Analytics,Tags,Mentions,Emojis,Profile Image,Tweet Link,Tweet ID
Vivian de vries,@mommakraai,2024-05-11T15:48:03.000Z,False,"Dus je spreekt af dat je niet gefilmd wordt van tevoren. Het bewuste moment is daar en je wordt toch gefilmd. Je vraagt vriendelijk doch dringend niet gefilmd te worden, (op een voor jou heel kwetsbaar moment). Er wordt geen gehoor aan gegeven en je vraagt het dringender..",0,0,0,160,[],[],[],https://pbs.twimg.com/profile_images/1789356014111801344/hOkmiWmd_normal.jpg,https://x.com/mommakraai/status/1789321582650802324,tweet_id:1789321582650802324
Yojishi Sato,@YojishiSato,2024-05-11T15:48:12.000Z,False,"""What Joost brought to the Netherlands and Europe..."" Mijn god, drama much? Het is geen verzetsheld hoor, gewoon een zanger voor een overrated festival. ",0,0,0,855,[],[],['\\U0001f644'],https://pbs.twimg.com/profile_images/1658905311086878786/paP_MCfz_normal.jpg,https://x.com/YojishiSato/status/1789321618457534938,tweet_id:1789321618457534938
Tim,@Timmetie,2024-05-11T15:48:29.000Z,False,"Volle steun voor Joost Klein. Dat de Zweedse politie meedoet met deze farce is idioot. 

Beetje iemand lastig vallen met camera's en dan zielig doen als diegene.. tja.. wat? Niet eens je aanraakt maar je dreigt aan te raken?",0,0,0,5.2K,[],[],[],https://pbs.twimg.com/profile_images/1758262767440515072/DYaVj2o0_normal.jpg,https://x.com/Timmetie/status/1789321688951169200,tweet_id:1789321688951169200
Croatia @ Eurovision (EŠČ),Croatia @ Eurovision (EŠČ),2024-05-11T15:49:49.000Z,False,Amen ,0,0,0,760,[],[],['\\U0001f64f\\U0001f3fc'],https://pbs.twimg.com/profile_images/1495121423471460362/djo84b_e_normal.jpg,https://x.com/EscCro/status/1789322025762206129,tweet_id:1789322025762206129
Paullus Αλέξανδρος,@paullexandre,2024-05-11T15:49:58.000Z,False,EBU has truly ruined eurovision #joostice,0,0,0,565,['#joostice'],[],[],https://pbs.twimg.com/profile_images/1434901850873073664/6l-_cAiz_normal.jpg,https://x.com/paullexandre/status/1789322063267627070,tweet_id:1789322063267627070
(TGF) Rubii,@roubon,2024-05-11T15:50:02.000Z,False,We got disqualified for someone else breaking the rules ,0,0,0,100,[],[],['\\U0001f929'],https://pbs.twimg.com/profile_images/1790867694784258048/OJyMHZAF_normal.jpg,https://x.com/roubon/status/1789322079365431330,tweet_id:1789322079365431330
,@LordLobsterI,2024-05-11T15:50:21.000Z,False,Now I'm wondering who pushed the lie of there being a physical confrontation,0,0,0,66,[],[],[],https://pbs.twimg.com/profile_images/1308847518730641421/b_Hq-YoM_normal.jpg,https://x.com/LordLobsterI/status/1789322159711461386,tweet_id:1789322159711461386
Marco Roos,@cybermarco,2024-05-11T15:50:30.000Z,False,,0,0,0,45,[],[],[],https://pbs.twimg.com/profile_images/117511440/marco_normal.jpg,https://x.com/cybermarco/status/1789322196726276583,tweet_id:1789322196726276583
nielle⁷⋆˚𝜗𝜚࣪ ׅ ⊹,@DIS_EAZED,2024-05-11T15:50:48.000Z,False,Shame on you all,0,0,0,299,[],[],[],https://pbs.twimg.com/profile_images/1779213760609107968/V-rf4dmn_normal.jpg,https://x.com/DIS_EAZED/status/1789322271691014288,tweet_id:1789322271691014288
SmallKingfisher,@SmallKingfisher,2024-05-11T15:53:45.000Z,False,Shame on !,0,0,0,562,[],['@EBU_HQ'],[],https://pbs.twimg.com/profile_images/1289161148848275456/7KHFWKFO_normal.jpg,https://x.com/SmallKingfisher/status/1789323016943341602,tweet_id:1789323016943341602
Ni€k,@NiekBruggenkamp,2024-05-11T15:54:01.000Z,False,Belachelijk,0,0,0,295,[],[],[],https://pbs.twimg.com/profile_images/1654058484948713473/XVsTqCC8_normal.jpg,https://x.com/NiekBruggenkamp/status/1789323084366852424,tweet_id:1789323084366852424
Loes Wevers,@Loes_Wevers,2024-05-11T15:54:06.000Z,False,,0,0,0,5.2K,[],[],[],https://pbs.twimg.com/profile_images/1780574712214556672/ZtogRHKU_normal.jpg,https://x.com/Loes_Wevers/status/1789323104893665556,tweet_id:1789323104893665556
Baptiste Berard Proust,@BBerardProust,2024-05-11T15:54:43.000Z,False,Wow c’est lunaire,0,0,0,321,[],[],[],https://pbs.twimg.com/profile_images/1700280810719338496/c6lW_Xny_normal.jpg,https://x.com/BBerardProust/status/1789323256702337285,tweet_id:1789323256702337285
Diversete,@Diversete1,2024-05-11T15:55:05.000Z,False,Strong with the weak and weak with the strong.. #Justiceforjoost from ,0,0,0,68,['#Justiceforjoost'],[],['\\U0001f1ee\\U0001f1f9'],https://pbs.twimg.com/profile_images/1717540854502445056/Rc_if61y_normal.jpg,https://x.com/Diversete1/status/1789323349169958968,tweet_id:1789323349169958968
ESC clous,@ESCfandom1,2024-05-11T15:55:20.000Z,False,#Justiceforjoost,0,0,0,678,['#Justiceforjoost'],[],[],https://pbs.twimg.com/profile_images/1789592328795037696/BYgsKxvK_normal.jpg,https://x.com/ESCfandom1/status/1789323414659825889,tweet_id:1789323414659825889
Honest Vocal Cunt |,@VocaISuspension,2024-05-11T15:28:49.000Z,False,"UPDATE:

Nothing yet on Bambie or Marina's meeting with the EBU. Depending on what the outcome is, we might not even have a grand final show tonight. #Eurovision2024 #JoostKlein #BambieThug #MarinaSatti",0,0,0,0,"['#Eurovision2024', '#JoostKlein', '#BambieThug', '#MarinaSatti']",[],[],https://pbs.twimg.com/profile_images/1763892981415682048/JeUIGqf3_normal.jpg,https://x.com/VocaISuspension/status/1789316742402994321/photo/1,tweet_id:1
ChaBear,@Cha_Ba_Da,2024-05-11T15:40:53.000Z,False,Cancel cancel cancel cancel cancel,0,0,0,649,[],[],[],https://pbs.twimg.com/profile_images/1587092019096190977/zc3wkiEZ_normal.jpg,https://x.com/Cha_Ba_Da/status/1789319777661354047,tweet_id:1789319777661354047
katie,@katzzglory,2024-05-11T15:29:29.000Z,False,"either let joost participate or cancel the whole show, absolute garbage show",0,0,0,4.9K,[],[],[],https://pbs.twimg.com/profile_images/1789328484264771585/itjqWsj5_normal.jpg,https://x.com/katzzglory/status/1789316906861699247,tweet_id:1789316906861699247
Jane Masters,@janemas1989,2024-05-11T17:16:53.000Z,False,Just disqualify Israel,0,0,0,225,[],[],[],https://pbs.twimg.com/profile_images/1559232511481372677/NAL7pytj_normal.jpg,https://x.com/janemas1989/status/1789343936818913511,tweet_id:1789343936818913511
,@vexaticnn,2024-05-11T15:30:27.000Z,False,Breaking: Avrotros is going to do a press conference at 17:45,0,0,0,1.1K,[],[],[],https://pbs.twimg.com/profile_images/1686640906001162240/NHgrXq95_normal.jpg,https://x.com/vexaticnn/status/1789317150626222362,tweet_id:1789317150626222362
richie,@aoushawkins,2024-05-11T15:29:25.000Z,False,honestly just want them to cancel it atp,0,0,0,7.4K,[],[],[],https://pbs.twimg.com/profile_images/1794488546897580032/09srtdeu_normal.jpg,https://x.com/aoushawkins/status/1789316891556651316,tweet_id:1789316891556651316
Mr. E.,@rkh9cqqbjc,2024-05-11T15:32:41.000Z,False,"Shame EBU, Europapa forever!!",0,0,0,26,[],[],[],https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,https://x.com/rkh9cqqbjc/status/1789317713132732713,tweet_id:1789317713132732713
Mr. E.,@rkh9cqqbjc,2024-05-11T15:32:44.000Z,False,"Shame EBU, Europapa forever!!",0,0,0,32,[],[],[],https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,https://x.com/rkh9cqqbjc/status/1789317725023510610,tweet_id:1789317725023510610
Mr. E.,@rkh9cqqbjc,2024-05-11T15:33:35.000Z,False,"Shame EBU, Europapa forever!!",0,0,0,18,[],[],[],https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,https://x.com/rkh9cqqbjc/status/1789317939063148732,tweet_id:1789317939063148732
Bell,@Astwisa,2024-05-11T15:34:26.000Z,False,"At this point, better than have Israel win",0,0,0,1K,[],[],[],https://pbs.twimg.com/profile_images/1067545529465405440/mmW7wxkM_normal.jpg,https://x.com/Astwisa/status/1789318154323161153,tweet_id:1789318154323161153
tintin565611,@touriste565611,2024-05-11T21:03:22.000Z,False,rectifie mec il s’agit de l’israelvision,0,0,0,103,[],[],[],https://pbs.twimg.com/profile_images/1562519833530482688/iNH8ZyK__normal.jpg,https://x.com/touriste565611/status/1789400932351893820,tweet_id:1789400932351893820
DarkBreizh,@DarkBreizh1,2024-05-11T17:28:16.000Z,False,L'eurovision est depuis un moment que politique.,0,0,0,135,[],[],[],https://pbs.twimg.com/profile_images/1199705026823958528/wLgmnTPr_normal.jpg,https://x.com/DarkBreizh1/status/1789346801805336825,tweet_id:1789346801805336825
Anomie,@BadWolf73282626,2024-05-11T17:19:09.000Z,False,"Israël ne fait pourtant pas partie de l'Europe mais de l'asie, mais comme pour le sport, expulsé de toutes les fédérations sportives d'Asie, Israël a été, par la suite, accepté dans les organisations européennes. Pourquoi ???",0,0,0,175,[],[],[],https://pbs.twimg.com/profile_images/1261961030781087746/9CByW3f4_normal.jpg,https://x.com/BadWolf73282626/status/1789344505914593330,tweet_id:1789344505914593330
Ivan Dumuguets #nupes #Melenchon,@gaou_valentin,2024-05-11T18:06:07.000Z,False,"Et un patriote en carton de plus,pas un petit mot en soutien de #Slimane ?",0,0,0,171,['#Slimane'],[],[],https://pbs.twimg.com/profile_images/1250351488238383108/5hHVMgPc_normal.jpg,https://x.com/gaou_valentin/status/1789356325513707749,tweet_id:1789356325513707749
BERNARD guy,@BERNARD08333279,2024-05-13T08:03:35.000Z,False,"Eurovision , l'Europe?...Avec l'Australie  et une vision commune ? Avec la Turquie l'Azerbaïdjan...  
Comique .. voilà les macronistes.. ils n'ont jamais honte de dire des conneries",0,0,0,34,[],[],"['\\U0001f923', '\\U0001f923', '\\U0001f923']",https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,https://x.com/BERNARD08333279/status/1789929469962072266,tweet_id:1789929469962072266
BERNARD guy,@BERNARD08333279,2024-05-13T08:05:20.000Z,False,Vision de l'Europe,0,0,0,19,[],[],[],https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,https://x.com/BERNARD08333279/status/1789929908887560283,tweet_id:1789929908887560283
BERNARD guy,@BERNARD08333279,2024-05-13T08:05:28.000Z,False,Vision de l'Europe,0,0,0,20,[],[],[],https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,https://x.com/BERNARD08333279/status/1789929943104655613,tweet_id:1789929943104655613
BERNARD guy,@BERNARD08333279,2024-05-13T08:05:41.000Z,False,Vision de l'Europe,0,0,0,20,[],[],[],https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,https://x.com/BERNARD08333279/status/1789929998335287432,tweet_id:1789929998335287432
BERNARD guy,@BERNARD08333279,2024-05-13T08:05:52.000Z,False,Vision de l'Europe,0,0,0,24,[],[],[],https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,https://x.com/BERNARD08333279/status/1789930046037082218,tweet_id:1789930046037082218
JONATHAN AMBASSA,@JonathanAm77620,2024-05-11T19:37:53.000Z,False,Greeting you sir,0,0,0,228,[],[],[],https://pbs.twimg.com/profile_images/1783976457296834560/rsq9JwbX_normal.jpg,https://x.com/JonathanAm77620/status/1789379418680340820,tweet_id:1789379418680340820
Jean Balagan,@Mr__balagan,2024-05-11T21:18:13.000Z,False,"Si c’est une pseudo compétition européenne…
Que fait-elle la ?",0,0,0,84,[],[],[],https://pbs.twimg.com/profile_images/1768306158438064129/EtUxdwxX_normal.jpg,https://x.com/Mr__balagan/status/1789404667908129039,tweet_id:1789404667908129039
Vérone Baratheon,@BaratheonV53589,2024-05-11T22:28:32.000Z,False,Comment dire.... ,0,0,0,48,[],[],['\\U0001f602'],https://pbs.twimg.com/profile_images/1773480062764957696/A8XH-yMG_normal.jpg,https://x.com/BaratheonV53589/status/1789422367103430835,tweet_id:1789422367103430835
Jo Bine,@JoBine10,2024-05-11T17:37:08.000Z,False,On s'en tape de ta vision ! De la corruption et de la merde...,0,0,0,123,[],[],[],https://pbs.twimg.com/profile_images/1754135237875970051/62WAxfi-_normal.jpg,https://x.com/JoBine10/status/1789349030914293960,tweet_id:1789349030914293960
зеленый петух Z ❁,@LelutinV,2024-05-11T16:20:13.000Z,False,Je ne savais pas que Israël était en Europe !!!,0,0,0,159,[],[],[],https://pbs.twimg.com/profile_images/1493297961337511942/updreK1M_normal.jpg,https://x.com/LelutinV/status/1789329673748467742,tweet_id:1789329673748467742
Renaissance,@Renaissance,2024-05-25T17:49:01.000Z,False,"Il le réaffirme :  prêt à débattre des questions européennes avec Marine Le Pen.

Mais sans les conditions farfelues de la députée RN qui ne cesse de se débiner. 

Idées contre idées !",0,0,0,66K,[],['@EmmanuelMacron'],[],https://pbs.twimg.com/profile_images/1675783196619816962/LlJ-KpN__normal.jpg,https://x.com/Renaissance/status/1794425451487617535,tweet_id:1794425451487617535
Valérie Hayer,@ValerieHayer,2024-05-25T15:06:16.000Z,True,"Cher , merci de m’avoir fait découvrir ta ferme ! Nous savons bien tous les deux à quel point le monde agricole a besoin d’Europe.

Que la Saône-et-Loire est belle ",0,0,0,10K,[],['@JDecerle'],"['\\U0001f970', '\\u2600\\ufe0f']",https://pbs.twimg.com/profile_images/1787110022163394560/GpYoo0YW_normal.jpg,https://x.com/ValerieHayer/status/1794384496290410533,tweet_id:1794384496290410533
Gérald DARMANIN,@GDarmanin,2024-05-25T21:15:46.000Z,True,Avec  et les forces de l’ordre pour faire le point sur la sécurité de l’après-match et le retour des supporters. 1 000 policiers et gendarmes sont mobilisés à cet effet. #OLPSG,0,0,0,15K,['#OLPSG'],['@EmmanuelMacron'],[],https://pbs.twimg.com/profile_images/1716299340757561344/8c-Oo7_z_normal.jpg,https://x.com/GDarmanin/status/1794477483292504388,tweet_id:1794477483292504388
BFMTV,@BFMTV,2024-05-25T18:15:13.000Z,True,"Élection européennes: ""Si [Marine Le Pen] respecte ses militants et qu'elle est prête à débattre et clarifier ses idées, moi je suis prêt"", affirme Emmanuel Macron",0,0,0,217K,[],[],[],https://pbs.twimg.com/profile_images/1534543553627623425/PSd1-6t3_normal.jpg,https://x.com/BFMTV/status/1794432046825095457,tweet_id:1794432046825095457
Ahmt Ziya,@ZyaPrmdc,2024-05-11T18:07:21.000Z,False,Free PALESTINE,0,0,0,32,[],[],[],https://pbs.twimg.com/profile_images/1770889255339827200/YF0H4dcm_normal.jpg,https://x.com/ZyaPrmdc/status/1789356638316437954,tweet_id:1789356638316437954
Eileen McGlynn,@LeanIn4Margins,2024-05-11T19:15:41.000Z,False,And Israel is not a European state! Lol,0,0,0,20,[],[],[],https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,https://x.com/LeanIn4Margins/status/1789373833658454318,tweet_id:1789373833658454318
Fush Yu Mang#voteanyonebutGreenLibLabCon,@HalBeowa,2024-05-11T18:42:30.000Z,False,,0,0,0,23,[],[],[],https://pbs.twimg.com/profile_images/1682376790810001414/EII68h11_normal.jpg,https://x.com/HalBeowa/status/1789365481436041642,tweet_id:1789365481436041642
Leo Saint-Juste,@LeoSaintJuste1,2024-05-11T17:49:57.000Z,False,how are the hostages?,0,0,0,41,[],[],[],https://pbs.twimg.com/profile_images/1671227375172845596/wUzReE0W_normal.jpg,https://x.com/LeoSaintJuste1/status/1789352259597336774,tweet_id:1789352259597336774
M.A,@AlakkadMohd,2024-05-11T16:40:43.000Z,False,,0,0,0,99,[],[],"['\\U0001f44d', '\\U0001f64f']",https://pbs.twimg.com/profile_images/1473333744627228672/lGe3QJYn_normal.jpg,https://x.com/AlakkadMohd/status/1789334835116318792,tweet_id:1789334835116318792
colonel,@colonel81938156,2024-05-11T18:59:32.000Z,False,israhell is a terrorist organisation,0,0,0,14,[],[],[],https://pbs.twimg.com/profile_images/1205216517631205376/XQrNNZzW_normal.jpg,https://x.com/colonel81938156/status/1789369769465954311,tweet_id:1789369769465954311
Pascal Ninaber,@pascalninaber,2024-05-11T18:48:30.000Z,False,Hahaha,0,0,0,322,[],[],[],https://pbs.twimg.com/profile_images/1848187294/Pascal_Ninaber_normal.jpg,https://x.com/pascalninaber/status/1789366994392826124,tweet_id:1789366994392826124
Gerdien,@Gerdien2006,2024-05-11T19:05:53.000Z,False,Dat heet narcisme,0,0,0,292,[],[],[],https://pbs.twimg.com/profile_images/1384443686499635202/vGguz95L_normal.jpg,https://x.com/Gerdien2006/status/1789371367126626468,tweet_id:1789371367126626468
Renske Holwerda,@RenskeRH,2024-05-11T17:18:56.000Z,False,Lag ik onder een steen of is het niet onlogisch dat ik niet weet wie dit is?,0,0,0,1.6K,[],[],[],https://pbs.twimg.com/profile_images/1652987082631962624/fmQi-Fur_normal.jpg,https://x.com/RenskeRH/status/1789344451296440555,tweet_id:1789344451296440555
Jan-Kees Verschuure,@verschuurejk,2024-05-11T18:13:49.000Z,False,"Salaris wordt doorbetaald, morele superioriteit, heerlijk gevoel moet dat zijn.",0,0,0,626,[],[],[],https://pbs.twimg.com/profile_images/1326909696507310083/cAvlLjv__normal.jpg,https://x.com/verschuurejk/status/1789358266000023837,tweet_id:1789358266000023837
Roeptoeter,@RoeptoeterNL,2024-05-11T19:28:07.000Z,False,"In Nederland is dit een issue, in het buitenland malen ze niet om een onbehoorlijke Nederlander die een vrouw bedreigd in woord en gebaar.",0,0,0,110,[],[],[],https://pbs.twimg.com/profile_images/652560020228452354/FEM7vsRg_normal.jpg,https://x.com/RoeptoeterNL/status/1789376964001669367,tweet_id:1789376964001669367
Eef,@EviSchoot,2024-05-11T19:20:11.000Z,False,,0,0,0,420,[],['@Sebadjas'],[],https://pbs.twimg.com/profile_images/1779382723150315520/CQQe7bDJ_normal.jpg,https://x.com/EviSchoot/status/1789374964849611191,tweet_id:1789374964849611191
Kieran,@Kieran69784942,2024-05-11T15:13:42.000Z,False,I’m praying that the disgraceful Irish act will also be sent home. As an Irishman I don’t enjoy saying that,0,0,0,330,[],[],[],https://pbs.twimg.com/profile_images/1627778836132687872/rd7knKb3_normal.jpg,https://x.com/Kieran69784942/status/1789312937628139969,tweet_id:1789312937628139969
Malcolm Prince,@malprin,2024-05-11T17:44:56.000Z,False,The Irish act isn’t the “problem” tbh,0,0,0,224,[],[],[],https://pbs.twimg.com/profile_images/1793315356561289216/j7qfbSHA_normal.jpg,https://x.com/malprin/status/1789350996923085213,tweet_id:1789350996923085213
claire 80's williams,@swanseasucks,2024-05-11T15:50:30.000Z,False,"I'm obsessed with eurovision, but it's meant to be about bringing everyone together, I feel really disheartened with it this year, I love Olly too.  I feel like watching a repeat, the one when sir Terry referred to the hosts as Dr death and the tooth fairy ",0,0,0,583,[],[],['\\U0001f923'],https://pbs.twimg.com/profile_images/2285010804/egvgpp86g7bs6uuww63h_normal.jpeg,https://x.com/swanseasucks/status/1789322199003750747,tweet_id:1789322199003750747
Josephine McHugh.,@mch_jo,2024-05-11T16:28:51.000Z,False,I saw something earlier about ‘Bambi Thug’ not being at dress rehearsals???,0,0,0,219,[],[],[],https://pbs.twimg.com/profile_images/1345013281652682754/u8JTEV0E_normal.jpg,https://x.com/mch_jo/status/1789331846569824620,tweet_id:1789331846569824620
ClaireF,@CFSH67,2024-05-11T18:29:00.000Z,False,I wonder what I should do:wineice creamboth of the above,0,0,0,48,[],[],"['\\u25aa\\ufe0f', '\\u25aa\\ufe0f', '\\u25aa\\ufe0f']",https://pbs.twimg.com/profile_images/1767812615684661248/KkM70tVE_normal.jpg,https://x.com/CFSH67/status/1789362085870059695,tweet_id:1789362085870059695
Ross GT Sykes,@RossGTSykes,2024-05-13T16:43:48.000Z,False,"I can remember going back years when Terry Wogan used to host Eurovision song contest & he was funny too, but he made an announcement live on & said that’s it. I finished. I won’t be doing this again & he even suggested that the UK pulled out & Terry was right, God rest his soul.",0,0,0,22,[],[],[],https://pbs.twimg.com/profile_images/1784881362345877504/pwjzE6Ly_normal.jpg,https://x.com/RossGTSykes/status/1790060385384407320,tweet_id:1790060385384407320
Crazy Kitty Lady,@katheri57095012,2024-05-11T15:27:08.000Z,False,This is why I’m ignoring Eurovision and indulging in an audio book and more stitching!,0,0,0,415,[],[],[],https://pbs.twimg.com/profile_images/1475559274055188482/ONIAqGdW_normal.jpg,https://x.com/katheri57095012/status/1789316316471382323,tweet_id:1789316316471382323
Tom Bradey,@TheOfficialTom,2024-05-11T15:27:15.000Z,False,It’s certainly becoming a worry and not as it used to be.,0,0,0,269,[],[],[],https://pbs.twimg.com/profile_images/1791554002926075904/5J9mBmb2_normal.jpg,https://x.com/TheOfficialTom/status/1789316345433117068,tweet_id:1789316345433117068
Jackie x,@tigger5,2024-05-11T15:17:08.000Z,False,Might say? I think it's more fact than fiction! We will try and enjoy it come what may x,0,0,0,314,[],[],[],https://pbs.twimg.com/profile_images/932764554773311488/wKZd17e5_normal.jpg,https://x.com/tigger5/status/1789313799993831530,tweet_id:1789313799993831530
Midge&Zip&Jules,@ZipMidge,2024-05-11T19:52:54.000Z,False,"bring back the normality of ABBA, Vicky Leandros, Brotherhood of Man, Bucks Fizz, Cliff Richard, Clodagh Rodgers etc etc ",0,0,0,73,[],[],"['\\U0001f31f', '\\U0001f31f', '\\U0001f31f', '\\U0001f31f', '\\U0001f31f']",https://pbs.twimg.com/profile_images/1770532262150344704/fGZ875Dr_normal.jpg,https://x.com/ZipMidge/status/1789383198847164632,tweet_id:1789383198847164632
Tyrone,@tz2519,2024-05-11T18:19:47.000Z,False,"I shall be Having a drink, to Terry",0,0,0,71,[],[],['\\U0001f44f'],https://pbs.twimg.com/profile_images/776533035420413952/8WhGQZ1h_normal.jpg,https://x.com/tz2519/status/1789359766470320151,tweet_id:1789359766470320151
mandy glendinning,@mandyglen,2024-05-11T19:18:01.000Z,False,"It's quite sad really. I'm a huge Eurovision fan & feel it's losing its way. 
What a shame
Still watching & enjoying bur just sad. 
Go Olly. It's a great song ",0,0,0,147,[],[],['\\U0001f3b5'],https://pbs.twimg.com/profile_images/1731766198822461440/sbvT23wg_normal.jpg,https://x.com/mandyglen/status/1789374421595025724,tweet_id:1789374421595025724
Nigel Heath,@NigelHeath,2024-05-11T15:54:35.000Z,False,Crikey!,0,0,0,138,[],[],[],https://pbs.twimg.com/profile_images/871392433103400960/RwcybIyO_normal.jpg,https://x.com/NigelHeath/status/1789323224230121556,tweet_id:1789323224230121556
Smithpeteralb71 #YNWA,@Smithpeteralb72,2024-05-11T15:12:20.000Z,False,Two people I know  and  who are both big Eurovision fans(Lou being from Liverpool went to the live show) both seem underwhelmed by this years event.,0,0,0,509,[],"['@THERussellGrant', '@LouiseLacy']",[],https://pbs.twimg.com/profile_images/1791346083135717376/f_mPx6Z__normal.jpg,https://x.com/Smithpeteralb72/status/1789312594160783396,tweet_id:1789312594160783396
madeleine masterson,@madeleinemaste4,2024-05-11T15:22:02.000Z,False,It has got itself mired up. Not necessary either.,0,0,0,244,[],[],[],https://pbs.twimg.com/profile_images/1402241529184391173/_jTI7H9h_normal.jpg,https://x.com/madeleinemaste4/status/1789315035291938839,tweet_id:1789315035291938839
elizabeth carrey,@lizkeir,2024-05-11T16:40:42.000Z,False,I am so sad . I love it and it has been tarnished by this. ,0,0,0,85,[],[],"['\\U0001f62a', '\\U0001f62a']",https://pbs.twimg.com/profile_images/1226899953907310593/gPoanIrC_normal.jpg,https://x.com/lizkeir/status/1789334829927972887,tweet_id:1789334829927972887
Lemur Gazda,@FilipCieslar,2024-05-12T05:18:51.000Z,True,"Běžte už s  do prdele. To nemá s Evropou už co do činění, vy globalistické svině. Proč nepozvete KLDR, vy kundy?",0,0,0,409,[],['@Eurovision'],[],https://pbs.twimg.com/profile_images/1746592381518934016/-pFGsSDV_normal.jpg,https://x.com/FilipCieslar/status/1789525624165404686,tweet_id:1789525624165404686
Jiří Krula,@xehyn,2024-05-11T19:56:29.000Z,True,,0,0,0,1K,[],[],[],https://pbs.twimg.com/profile_images/1055154205764280320/0GGmorc6_normal.jpg,https://x.com/xehyn/status/1789384100412829849,tweet_id:1789384100412829849
Martin,@MartinBrabi,2024-05-12T12:44:26.000Z,False,,0,0,0,25,[],[],[],https://pbs.twimg.com/profile_images/1304018004544544768/6QdtEdgm_normal.jpg,https://x.com/MartinBrabi/status/1789637760493494629,tweet_id:1789637760493494629
Texttuber,@Texttuber,2024-05-11T20:02:47.000Z,False,Odhlasováno.  ,0,0,0,571,[],[],['\\U0001f60f'],https://pbs.twimg.com/profile_images/1450576505935781888/JIE3C0f4_normal.png,https://x.com/Texttuber/status/1789385687168340425,tweet_id:1789385687168340425
jakubat,@jakubat1,2024-05-11T18:02:18.000Z,False,Jo porušování pravidel by vám šlo :((,0,0,0,1.3K,[],[],[],https://pbs.twimg.com/profile_images/1247839789065408513/h7aUB0jf_normal.jpg,https://x.com/jakubat1/status/1789355365387133176,tweet_id:1789355365387133176
Jaroslav Trtilek,@jarat77,2024-05-11T20:40:31.000Z,False,Eurovizi nesnáším ale letos tam má ode mě 20 hlasů ta vaše děvčice.,0,0,0,274,[],[],[],https://pbs.twimg.com/profile_images/1697614610184933376/nHGXOFfx_normal.jpg,https://x.com/jarat77/status/1789395182351204502,tweet_id:1789395182351204502
aha dobře tak jo,@ahadobretakjo_,2024-05-12T19:20:40.000Z,False,"Promiňte, ale nemám rád státy, které zabíjejí dětí po stovkách. Takže jděte do píči.",0,0,0,17,[],[],[],https://pbs.twimg.com/profile_images/1781926598477811712/Fr2BZ0iG_normal.jpg,https://x.com/ahadobretakjo_/status/1789737473792245969,tweet_id:1789737473792245969
Fidel Crustovich,@flpmrl,2024-05-14T14:34:19.000Z,False,,0,0,0,21,[],[],[],https://pbs.twimg.com/profile_images/1469078138516815880/YR6nsT85_normal.jpg,https://x.com/flpmrl/status/1790390189220659480,tweet_id:1790390189220659480
Tomáš Ploc,@PlocTom01,2024-05-11T17:20:36.000Z,False,Tak prej kvůli okupantským sionsviním Palestiny musel ze dne na den skončit ten Nizozemec? Do prdele s IzraHELLem,0,0,0,392,[],[],[],https://pbs.twimg.com/profile_images/1611856607431778305/6mventB3_normal.jpg,https://x.com/PlocTom01/status/1789344873646039435,tweet_id:1789344873646039435
Bic Bozi,@bicbozicz,2024-05-12T00:50:54.000Z,False,"Rusko-izraelská občanka, dcera lotyšsko-ukrajinských rodičů, původem z Moskvy, kterou Ukrajinci hejtí za to, že zpívala na okupovaném Krymu.

a ja myslel ze rusaky na UA sankcnim seznamu hejtime.

tak ja uz se v tom nevyznam je dost tezke drzet tempo s propagandou ",0,0,0,116,[],[],"['\\U0001f614', '\\U0001f606']",https://pbs.twimg.com/profile_images/1729196505485963264/FEzZlJea_normal.jpg,https://x.com/bicbozicz/status/1789458193766039724,tweet_id:1789458193766039724
vesese,@PavelVesel77122,2024-05-12T04:43:56.000Z,False,"Vrazi z Izraele by neměli soutěžit, pokud tady existuje kolektivní vina kterou se snaží uplatňovat ČR!",0,0,0,63,[],[],[],https://pbs.twimg.com/profile_images/1735747596574949376/ftzCTVln_normal.jpg,https://x.com/PavelVesel77122/status/1789516836674920900,tweet_id:1789516836674920900
James,@MilfaitJ,2024-05-11T19:24:34.000Z,False,Odhlasováno. Hlasujte také. ,0,0,0,429,[],[],"['\\U0001f1ee\\U0001f1f1', '\\U0001f1ee\\U0001f1f1']",https://pbs.twimg.com/profile_images/1605166355442958337/NrGv6OZL_normal.jpg,https://x.com/MilfaitJ/status/1789376070082310430,tweet_id:1789376070082310430
Filip Cesar,@Filip_Cesar_,2024-05-11T21:41:43.000Z,False,,0,0,0,175,[],[],['\\U0001f595'],https://pbs.twimg.com/profile_images/1734136732398850048/Rkq4xxxa_normal.jpg,https://x.com/Filip_Cesar_/status/1789410583088968082,tweet_id:1789410583088968082
